summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220790489,2017-04-11 00:00:00,"At 1:30 a.m. on December 16, 2015, an employee was behind a counter eating a snack.   The employee was shot twice and killed during a robbery. ",EMPLOYEE IS ELECTROCUTED WHILE PERFORMING REPAIRS IN A DRYER,"SPROCKET,CAUGHT BETWEEN,CHAIN,MAINTENANCE,AMPUTATION,FINGER",H,Other building,5,7,D,"$500,000 to $1,000,000",A,New project or new addition,Nonfatal,11,Heat Exhaustion,6,Liver,8,Bite/sting/scratch,5.052275943465177,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,5,14,0
220962468,2015-11-09 00:00:00,"At 5:57 p.m. on October 5, 2015, an employee and a co-worker were installing skylight panels. Both were wearing and using fall protection at the time of the accident. The employee was using a rope grab and his co-worker was using a retractable lanyard. The employee stepped into the skylight opening falling to the concrete floor,  possibly striking a scissor lift that was parked next to/below the opening. The employee was killed due to severe head and neck injuries sustained from the fall. ",EMPLOYEE EXPOSED TO HIGH HEAT WHILE WORKING ON ROOF LATER DI,HEART ATTACK,N,"Excavation, landfill",6,139,F,"$5,000,000 to $10,000,000",E,Other,Nonfatal,16,Illness,0,Kidney,6,Rubbed/abraded,9.121781774600622,Temperature +/- Tolerance Lev.,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,2037,5,0
220824437,2015-09-17 00:00:00,"At approximately 9:30 a.m. on February 10, 2017, Employee #1 was assisting in a child delivery. The patients amniotic fluid broke. Employee #1 rushed to the bathroom to get paper towels for cleanup. As she ran, she slipped on the amniotic fluid on the floor, falling and fracturing her left hip. Employee #1 was transported to a medical center, where she received treatment and was then hospitalized. ",EMPLOYEE IS KILLED IN FALL FROM CONFINED SPACE,"STRUCK BY,MATERIAL HANDLING,BACKING UP,WAREHOUSE,BACK-UP ALARM,POWERED INDUSTRIAL VEHICLE",D,Manufacturing plant,0, ,D,"$500,000 to $1,000,000",C,Maintenance or repair,Fatal,21,Laceration,4,Head,14,Struck-by,0.9900820808335485,Materials Handling Equip./Method,16,Insufficient /Lack/Expose/Biological Monitoring.,2,Not Regularly Assigned,1640,5,0
220809768,2015-09-14 00:00:00,"At 6:15 p.m. on January 27, 2017, an employee was using an air wand to clean a press trimmer. The employee removed the dust collection hose to shake out and clean the hose. The employee noticed a large piece of veneer inside the dust collection collar and reached into area. The blade to the trimmer was still operating, and the employee's fingers were struck by blade. The employee sustained an amputation to right middle finger and avulsion to the pointer finger. ",EMPLOYEE IS KILLED IN FALL TO CONVEYOR SYSTEM ALONGSIDE RAFT,"STRUCK AGAINST,TRAILER,LOST BALANCE,FALL",I,"Highway, road, street",13,46,0, ,C,Maintenance or repair,Nonfatal,13,Poison,17,Abdomen,11,Rep. Motion/pressure,14.614312372765298,Chemical Action/Reaction Expos,13,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,170,14,0
220819353,2017-01-04 00:00:00,"At 3:15 p.m. on March 13, 2017, an employee was mixing food in a work horse machine. While the employee was removing mixed materials, his hand accessed an unguarded portion of the machine, resulting in the amputation of one finger and the fracture of two others. ",EMPLOYEE FALLS THROUGH ROOF OPENING AND SUFFERS MULTIPLE SEV,"PPE,ELECTRICAL,SHOCK",L,"Shoreline development, dam, reservoir",19,11,F,"$5,000,000 to $10,000,000",D,Demolition,Nonfatal,13,Freezer burn,27,0,9,Ingestion,16.600069338570048,Flammable Liquid/Solid Exposure,7,Insufficient/Lack/Housekeeping Program,2,Not Regularly Assigned,8890,8,0
220782056,2017-01-08 00:00:00,"At 8:45 a.m. on March 29, 2017, an employee was processing bags of dried milk. The employee stepped backwards off a palletizing stand that was 20 inches off the ground floor, lost their balance and fell to the ground, injuring their right shoulder.  The employee was taken to the hospital and released less than 24 hours later. ",EMPLOYEE IS KILLED WHEN CAUGHT BETWEEN FRAME AND LIFTING FOR,"SLIP,FALL,FALL PROTECTION,ROOF",Q,Contractor's yard/facility,3,2,C,"$250,000 to $500,000",C,Maintenance or repair,Nonfatal,16,Fall from Elevation,9,Knee,7,Bite/sting/scratch,13.693090274710253,Temperature +/- Tolerance Lev.,5,Malfunction In Securing/Warning Op,1,Regularly Assigned,170,12,0
220879662,2017-01-07 00:00:00,"At 6:15 a.m. on May 3, 2017, an employee had started a 2000 Peterbilt Tractor to supply air to the spring brakes so they could be changed.  The employee was struck by the tractor when the brakes released and was run over, killing him. ",EMPLOYEE IS KILLED WHEN CRUSHED UNDER VEHICLE,"STRUCK BY,CAUGHT BETWEEN,POWERED INDUSTRIAL VEHICLE",D,Manufacturing plant,16,40,A,"Under $50,000",D,Demolition,Fatal,7,"Amputation, Crushing",30,Right Eye,14,Caught in or between,3.1360731894028744,Work-Surface/Facility-Layout Condition,9,Safety Devices Removed/Inoperable,2,Not Regularly Assigned,1340,1,0
220941199,2017-05-29 00:00:00,"At approximately 1:30 p.m. on July 18, 2016, Employee #1 was changing a hydraulic hose on a bucket loader which was not attached to the tractor. The bucket was leaning against hay stacks when it fell over striking and pinning Employee #1 between the bucket and the frame of the bucket.  Employee #1 suffered crushing injuries to his chest, abdomen and legs. ",EMPLOYEE FALLS FROM ELEVATED TOWER AND IS KILLED,"UNCONSCIOUSNESS,HEART,FALL,HEART ATTACK",0, ,1,1,0, ,0, ,Fatal,15,Chemical Burn,3,Feet,7,Rubbed/abraded,6.385329413293196,Flying Object Action,19,Malfunction Neuromuscular System,2,Not Regularly Assigned,1480,0,0
220860779,2017-02-05 00:00:00,"At 12:00 a.m. on February 26, 2016, an employee working from an elevated position of 10 to 12 feet fell and struck the right side of his head.  The employee suffered a severe head injury and was transported to a hospital where he received surgery.  The employee died March 7, 2016 from complications of the head injury and a heart condition. ",EMPLOYEE IS STRUCK BY FALLING TREE BRANCH AND IS KILLED,"POINT OF OPERATION,FINGER,FRACTURE,LACERATION,PRESS BRAKE,MACHINE GUARDING,UNGUARDED",A,Single family or duplex dwelling,1,1,G,"$10,000,000 to $20,000,000",C,Maintenance or repair,Fatal,13,Dislocation,15,Knee,6,Fall (same level),16.221999202703614,Flammable Liquid/Solid Exposure,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,X100,7,0
220923049,2017-01-24 00:00:00,"At 10:05 a.m. on February 14, 2017, Employee #1, a steel erection employee, was installing metal decking sheets for the new construction roof. The employee's foot slipped on a bar joist (roof truss), causing him to lose his balance and fall to the concrete floor below. The employee sustained fractures to his ribs and vertebra and a laceration to his liver.He was hospitalized. He was hospitalized.",EMPLOYEE FRACTURES FINGER WHEN CAUGHT BETWEEN HAND TRUCK AND,"ASPHYXIATED,FALL,GRAIN ELEVATOR",Q,Contractor's yard/facility,5,11,D,"$500,000 to $1,000,000",D,Demolition,Nonfatal,0,Fall from Elevation,16,Shoulder,10,Ingestion,10.358930483716968,Temperature +/- Tolerance Lev.,0,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,1460,7,0
220938633,2016-09-26 00:00:00,"At 2:30 p.m. on July 20, 2015, an employee was walking and experienced a heart attack. ",EMPLOYEE FALLS FROM CATWALK AND IS INJURED,"CRUSHING,RIDING ON EQUIPMENT,POWERED INDUSTRIAL VEHICLE,STRUCK BY,MATERIAL HANDLING",G,Sewer/water treatment plant,5,10,C,"$250,000 to $500,000",D,Demolition,Nonfatal,16,Fall from Elevation,22,Lungs (Asphyxiation),10,Absorption,6.74539921108503,Catch Point/Puncture Action,11,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,1803,19,0
220934343,2015-09-01 00:00:00,"At approximately 9:15 p.m. on January 27, 2017, Employee #1 transferred hot soup from stock pots into plastic storage pails and moved them into a freezer. He stacked an uncovered hot soup pail on top of a covered container in the door of the freezer.  He later returned to the freezer and when he opened the door the uncovered pail fell to the ground and hot liquid splashed onto his arms and upper body. The hot liquid scalded his right shoulder, ear, neck and arms.  Employee #1 was hospitalized. ",EMPLOYEE IS KILLED IN FALL FROM SCAFFOLD,"PLATFORM,AERIAL LIFT,FALLING OBJECT,FALL,CRANE,WORK SURFACE,FALL PROTECTION,LOCKOUT/TAGOUT",H,Other building,7,4,B,"$50,000 to $250,000",0, ,Nonfatal,21,"Amputation, Crushing",23,Multiple,12,Card-vascular/resp. fail.,4.423060001912724,"Weather, Earthquake, Etc.",6,Equipment Inappropriate For Operation,2,Not Regularly Assigned,10,27,0
220820252,2015-09-28 00:00:00,"On November 21, 2016,  Employee #1 was standing next to a Roll-off Dumpster outside the facility.  Employee #2, a forklift operator, was attempting to move a load inside the building when the forklift accelerated backwards, striking a garage truck, door framing and pinning Employee #1 between the forklift and dumpster which resulted in his death. ",EMPLOYEE FALLS FROM MACHINE AND FRACTURES MULTIPLE RIBS,"ROLLER--MACH/PART,FINGER,LOCKOUT/TAGOUT,AMPUTATED,AMPUTATION",Q,Contractor's yard/facility,14,21,B,"$50,000 to $250,000",E,Other,Nonfatal,17,Eye injury,0,0,1,Caught in or between,17.906773660784957,Radiation Condition,0,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,1340,23,0
220929616,2016-05-14 00:00:00,"At 11:45 a.m. on April 17, 2017, an employee was repairing pallets. After a pallet is repaired, it is placed on a conveyor belt/line. A pallet became stuck and the employee tried to un-jam the pallet without stopping or pulling the E-STOP for the conveyor belt/line. The employee's glove and finger became caught on a sprocket chain. The employee's middle left finger was amputated. The employee went to a clinic and then to a medical center. ",EMPLOYEE AMPUTATES FINGER WHEN CAUGHT IN SHEET METAL ROLL FO,"RAIL,FALL,GUARDRAIL",B,Multi-family dwelling,7,8,G,"$10,000,000 to $20,000,000",0, ,Nonfatal,3,Head Trauma,17,Forearm,6,Card-vascular/resp. fail.,4.001609461113365,Overhead Moving/Falling Object Action,10,Position Inappropriate For Task,2,Not Regularly Assigned,1340,16,0
220851604,2017-02-27 00:00:00,"At approximately 6:15 a.m. on December 14, 2016, Employee #1 was using a bending machine to bend rebar.  He was not trained well in the machine's operation and the machine was not adequately guarded.  The machine was activated by a foot switch and only stopped when the cycle was completed or when an emergency stop switch was activated.  Employee #1 activated the machine while he was adjusting the rebar and his right index finger was caught in the rotating turret.  Employee #1's right index finger was amputated. Employee #1 was not hospitalized. ",EMPLOYEE IS ASPHYXIATED BY FAULTY VENTILATION UNIT,"AMPUTATED,INDUSTRIAL TRUCK,LEG,COLLISION",F,Power plant,25,25,C,"$250,000 to $500,000",E,Other,Fatal,1,Head Trauma,11,Heart,3,Fall (same level),13.346885161789924,Chemical Action/Reaction Expos,7,Defective Equipment In Use,2,Not Regularly Assigned,1900,24,0
220892657,2016-06-30 00:00:00,"At 11:30 a.m. on February 1, 2017, an employee was using high pressure water hose to excavate dirt. The left foot of the operator of the high pressure water vac truck slipped into the water stream and this caused an amputation of the employee's left foot middle toe. ",EMPLOYEE IS PINNED BETWEEN TRUCK AND BOOM AND IS KILLED,"BRAIN,HEAD,ROOF,FALL",B,Multi-family dwelling,139,76,E,"$1,000,000 to $5,000,000",C,Maintenance or repair,Fatal,20,Head Trauma,28,Face,13,Other,17.69784089160442,Radiation Condition,8,Distracting Actions By Others,1,Regularly Assigned,L130,9,0
220903298,2016-10-04 00:00:00,"At 7:05 a.m. on February 28, 2017, an employee raised a powered mobile scaffold (scissor lift) to 32 feet to partially complete some touch up paint work that was at the upper chord of the roof supporting bar joist.  The employee was discovered on the work site floor by a coworker who notified Emergency Services.  The employee was conscious upon EMS arrival and was transported to nearest emergency room; however, the employee died in surgery due to his injuries.  Multiple injuries consisted of blunt force trauma to organs and multiple fractures to left hand, wrist, arm, shoulder, ribs and pelvis. ",EMPLOYEE'S FINGERTIP IS LACERATED IN CLOSET DOOR,"PELVIS,FRACTURE,CRUSHED,STRUCK BY,RIB",I,"Highway, road, street",0,2,G,"$10,000,000 to $20,000,000",E,Other,Nonfatal,20,Heat Exhaustion,26,Liver,13,Shock,12.897796082876352,Chemical Action/Reaction Expos,10,Safety Devices Removed/Inoperable,1,Regularly Assigned,8330,3,0
220932040,2017-04-30 00:00:00,"At 6:30 p.m. on April 12, 2017, an employee was making a bale of scrap plastic in Baler Number 3.  The employee's head was between the baler and the baler door when he used a carpet roll lift to shut the baler door.  The employee head was crushed between baler and baler door. The employee was killed. ",EMPLOYEE ENTERS VESSEL AND IS KILLED.,"STRUCK BY,MOTOR VEHICLE,TRAFFIC CONTROL,TRAFFIC ACCIDENT",B,Multi-family dwelling,19,13,D,"$500,000 to $1,000,000",C,Maintenance or repair,Nonfatal,12,Head Trauma,2,Arm,8,Card-vascular/resp. fail.,9.46415199703512,Temperature +/- Tolerance Lev.,15,Defective Equipment In Use,1,Regularly Assigned,1640,30,0
220972830,2015-07-20 00:00:00,"At 8:00 a.m. on November 30, 2015, an employee was riding an All-Terrain-Vehicle (ATV) while performing his job duties as a sheepherder. The employee was responsible for checking on the sheep and for feeding them, plus performing other tasks; such as, erecting fences and loading and moving stock to different feeding locations.   The employee was found unresponsive next to his ATV at the bottom of a dry canal.  He was not wearing a helmet and died from his injuries. ",SIX EMPLOYEES ARE INFECTED WITH LEGIONELLA AND ONE EMPLOYEE ,"CRUSHING,BROKEN CHAIN,FOOT,FRACTURE",N,"Excavation, landfill",4,7,B,"$50,000 to $250,000",C,Maintenance or repair,Nonfatal,22,Fall from Elevation,26,Kidney,8,Ingestion,15.038007660087452,Sound Level,10,Position Inappropriate For Task,1,Regularly Assigned,240,4,0
220904163,2015-12-03 00:00:00,"At 10:30 a.m. on March 26, 2017, an employee pushed on the end of the paper roll shaft with expired core to slide one end into a new paper roll and remove the expired core off the other end near his hands.  The employee pinched one of their fingers be between the edges of the expired core and a cut-out in the metal shaft when the expired core broke free from the shaft and slide freely towards the employee's hand.  The employee amputated the tip of their right middle finger and fractured the same finger. ",WORKER IS KILLED IN FALL,"STAIR,FALL,FRACTURE,HEAD",P,Other heavy construction,10,10,E,"$1,000,000 to $5,000,000",D,Demolition,Fatal,7,Head Trauma,10,Head,6,Card-vascular/resp. fail.,9.790741061593558,Temperature +/- Tolerance Lev.,14,Other,2,Not Regularly Assigned,D150,28,0
220932818,2016-03-28 00:00:00,"At 9:15 a.m. on October 23, 2015, a 38 year old male employee was assembling, installing and testing the coupling of a heavy steel piping in a pressure release valve room. The employee was alone at the time of the incident. It appears, that the employee possibly struck the existing assembled piping with the framing of the scissor lift, from which the employee was working in to raise himself to the work zone, causing the piping to break away. The employee was struck on the head by the steel coupling from the piping assembly and was killed. ",EMPLOYEE FALLS FROM PATIO DOOR AND IS KILLED,"PPE,MACHINE GUARDING,AMPUTATION,LACERATION,HAND,CAUGHT IN,ABRASIVE WHEEL,THUMB,GLOVE,SANDING MACHINE",N,"Excavation, landfill",11,9,0, ,C,Maintenance or repair,Fatal,21,"Fracture, Broken Bones",20,Heart,2,Shock,5.250086404084833,"Weather, Earthquake, Etc.",12,Insufficient/Lack/Housekeeping Program,2,Not Regularly Assigned,C730,3,0
